id_reserva,id_cliente,nombre,apellido,mail,competencia,inicio_estancia,final_estancia,id_hotel,ciudad,id,nombre_hotel,valoracion,precio_noche,fecha_reserva,id_ciudad
1894,13032,Sancho,Galan,sancho.galan@example.com,True,2025-03-01,2025-03-02,20,Madrid,5449,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1895,11492,Patricio,Quirós,patricio.quirós@example.com,True,2025-03-01,2025-03-02,20,Madrid,5450,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1896,8469,Ligia,Manso,ligia.manso@example.com,True,2025-03-01,2025-03-02,22,Madrid,5451,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1897,12308,Reynaldo,Soria,reynaldo.soria@example.com,True,2025-03-01,2025-03-02,28,Madrid,5452,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1898,11740,Plácido,Piquer,plácido.piquer@example.com,True,2025-03-01,2025-03-02,23,Madrid,5456,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1899,14052,Tristán,Salinas,tristán.salinas@example.com,True,2025-03-01,2025-03-02,28,Madrid,5457,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1900,2931,Chuy,Ruiz,chuy.ruiz@example.com,True,2025-03-01,2025-03-02,22,Madrid,5458,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1901,7000,Isidoro,Villar,isidoro.villar@example.com,True,2025-03-01,2025-03-02,26,Madrid,5461,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1902,10992,Nélida,Ferrán,nélida.ferrán@example.com,True,2025-03-01,2025-03-02,21,Madrid,5462,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1903,8991,Lázaro,Cifuentes,lázaro.cifuentes@example.com,True,2025-03-01,2025-03-02,29,Madrid,5468,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1904,8432,León,Estevez,león.estevez@example.com,True,2025-03-01,2025-03-02,25,Madrid,5469,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1905,7420,Jonatan,Alemany,jonatan.alemany@example.com,True,2025-03-01,2025-03-02,23,Madrid,5474,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1906,6332,Gustavo,Benítez,gustavo.benítez@example.com,True,2025-03-01,2025-03-02,20,Madrid,5475,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1907,2583,Carolina,Peinado,carolina.peinado@example.com,True,2025-03-01,2025-03-02,29,Madrid,5478,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1908,288,Adán,Morell,adán.morell@example.com,True,2025-03-01,2025-03-02,20,Madrid,5480,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1909,1842,Baudelio,Prada,baudelio.prada@example.com,True,2025-03-01,2025-03-02,26,Madrid,5483,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1910,4298,Eligio,Herranz,eligio.herranz@example.com,True,2025-03-01,2025-03-02,26,Madrid,5485,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1911,11666,Perlita,Pedrero,perlita.pedrero@example.com,True,2025-03-01,2025-03-02,29,Madrid,5486,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1912,8443,León,Sevillano,león.sevillano@example.com,True,2025-03-01,2025-03-02,25,Madrid,5487,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1913,5399,Felix,Arnal,felix.arnal@example.com,True,2025-03-01,2025-03-02,20,Madrid,5489,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1914,6796,Inés,Prat,inés.prat@example.com,True,2025-03-01,2025-03-02,23,Madrid,5492,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1915,8791,Lucila,Quintero,lucila.quintero@example.com,True,2025-03-01,2025-03-02,22,Madrid,5493,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1916,12564,Rosa,Valero,rosa.valero@example.com,True,2025-03-01,2025-03-02,27,Madrid,5497,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1917,9280,Marcelino,Pereira,marcelino.pereira@example.com,True,2025-03-01,2025-03-02,21,Madrid,5501,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1918,3915,Dominga,Chaves,dominga.chaves@example.com,True,2025-03-01,2025-03-02,29,Madrid,5505,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1919,9361,Marciano,Prieto,marciano.prieto@example.com,True,2025-03-01,2025-03-02,28,Madrid,5506,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1920,508,Alcides,Gordillo,alcides.gordillo@example.com,True,2025-03-01,2025-03-02,20,Madrid,5507,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1921,7727,José Antonio,Torrecilla,josé antonio.torrecilla@example.com,True,2025-03-01,2025-03-02,27,Madrid,5508,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1922,8406,Leticia,Sola,leticia.sola@example.com,True,2025-03-01,2025-03-02,22,Madrid,5509,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1923,6506,Hernando,Sierra,hernando.sierra@example.com,True,2025-03-01,2025-03-02,23,Madrid,5510,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1924,1679,Aurelio,Higueras,aurelio.higueras@example.com,True,2025-03-01,2025-03-02,21,Madrid,5511,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1925,13807,Teófila,Cadenas,teófila.cadenas@example.com,True,2025-03-01,2025-03-02,24,Madrid,5512,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1926,1288,Antonia,Daza,antonia.daza@example.com,True,2025-03-01,2025-03-02,21,Madrid,5519,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1927,1382,Araceli,Gil,araceli.gil@example.com,True,2025-03-01,2025-03-02,20,Madrid,5522,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1928,10490,Nacho,López,nacho.lópez@example.com,True,2025-03-01,2025-03-02,26,Madrid,5525,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1929,10796,Nicolasa,Villanueva,nicolasa.villanueva@example.com,True,2025-03-01,2025-03-02,27,Madrid,5526,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1930,13474,Sol,Ríos,sol.ríos@example.com,True,2025-03-01,2025-03-02,28,Madrid,5527,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1931,5157,Fabio,Pina,fabio.pina@example.com,True,2025-03-01,2025-03-02,23,Madrid,5530,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1932,5169,Fabiola,Lastra,fabiola.lastra@example.com,True,2025-03-01,2025-03-02,24,Madrid,5532,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1933,6288,Guillermo,Rios,guillermo.rios@example.com,True,2025-03-01,2025-03-02,21,Madrid,5537,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1934,13462,Sol,Cordero,sol.cordero@example.com,True,2025-03-01,2025-03-02,29,Madrid,5538,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1935,6610,Humberto,Abascal,humberto.abascal@example.com,True,2025-03-01,2025-03-02,27,Madrid,5540,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1936,5439,Fernando,Arcos,fernando.arcos@example.com,True,2025-03-01,2025-03-02,25,Madrid,5541,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1937,14592,Yolanda,Daza,yolanda.daza@example.com,True,2025-03-01,2025-03-02,23,Madrid,5543,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1938,7975,Juan,Muro,juan.muro@example.com,True,2025-03-01,2025-03-02,21,Madrid,5547,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1939,641,Alfredo,Roura,alfredo.roura@example.com,True,2025-03-01,2025-03-02,21,Madrid,5551,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1940,10539,Nando,Verdú,nando.verdú@example.com,True,2025-03-01,2025-03-02,27,Madrid,5552,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1941,8702,Lourdes,Quiroga,lourdes.quiroga@example.com,True,2025-03-01,2025-03-02,22,Madrid,5553,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1942,7787,José Ángel,Campillo,josé ángel.campillo@example.com,True,2025-03-01,2025-03-02,20,Madrid,5555,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1943,12945,Salomón,Rius,salomón.rius@example.com,True,2025-03-01,2025-03-02,28,Madrid,5560,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1944,6094,Gloria,Batalla,gloria.batalla@example.com,True,2025-03-01,2025-03-02,29,Madrid,5563,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1945,14801,Ángeles,Barberá,ángeles.barberá@example.com,True,2025-03-01,2025-03-02,21,Madrid,5564,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1946,11100,Ofelia,Rosell,ofelia.rosell@example.com,True,2025-03-01,2025-03-02,27,Madrid,5565,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1947,818,Amanda,Téllez,amanda.téllez@example.com,True,2025-03-01,2025-03-02,23,Madrid,5568,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1948,12849,Ruy,Gargallo,ruy.gargallo@example.com,True,2025-03-01,2025-03-02,26,Madrid,5569,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1949,2733,Celestino,Aguirre,celestino.aguirre@example.com,True,2025-03-01,2025-03-02,24,Madrid,5574,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1950,13868,Tiburcio,Ugarte,tiburcio.ugarte@example.com,True,2025-03-01,2025-03-02,22,Madrid,5575,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1951,11366,Palmira,Trujillo,palmira.trujillo@example.com,True,2025-03-01,2025-03-02,25,Madrid,5585,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1952,3988,Dorita,Manuel,dorita.manuel@example.com,True,2025-03-01,2025-03-02,24,Madrid,5586,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1953,8716,Lucas,Chacón,lucas.chacón@example.com,True,2025-03-01,2025-03-02,25,Madrid,5588,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1954,4428,Elvira,Goicoechea,elvira.goicoechea@example.com,True,2025-03-01,2025-03-02,28,Madrid,5591,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1955,11000,Nélida,Santamaria,nélida.santamaria@example.com,True,2025-03-01,2025-03-02,25,Madrid,5593,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1956,8082,Juliana,Cortina,juliana.cortina@example.com,True,2025-03-01,2025-03-02,27,Madrid,5598,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1957,14347,Vidal,Cases,vidal.cases@example.com,True,2025-03-01,2025-03-02,29,Madrid,5600,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1958,8531,Lina,Tirado,lina.tirado@example.com,True,2025-03-01,2025-03-02,21,Madrid,5603,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1959,3961,Donato,Mate,donato.mate@example.com,True,2025-03-01,2025-03-02,22,Madrid,5604,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1960,11856,Prudencio,Crespi,prudencio.crespi@example.com,True,2025-03-01,2025-03-02,21,Madrid,5606,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1961,8209,Laura,Roca,laura.roca@example.com,True,2025-03-01,2025-03-02,23,Madrid,5611,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1962,1035,Ana Sofía,Lobo,ana sofía.lobo@example.com,True,2025-03-01,2025-03-02,20,Madrid,5617,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1963,8623,Lorena,Escribano,lorena.escribano@example.com,True,2025-03-01,2025-03-02,27,Madrid,5618,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1964,12717,Rosendo,Álvaro,rosendo.álvaro@example.com,True,2025-03-01,2025-03-02,24,Madrid,5625,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1965,4575,Emperatriz,Ferrándiz,emperatriz.ferrándiz@example.com,True,2025-03-01,2025-03-02,27,Madrid,5626,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1966,8575,Loida,Manrique,loida.manrique@example.com,True,2025-03-01,2025-03-02,21,Madrid,5628,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1967,13258,Selena,Rincón,selena.rincón@example.com,True,2025-03-01,2025-03-02,20,Madrid,5632,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1968,9289,Marcelo,Arias,marcelo.arias@example.com,True,2025-03-01,2025-03-02,20,Madrid,5635,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1969,6309,Guiomar,Izquierdo,guiomar.izquierdo@example.com,True,2025-03-01,2025-03-02,22,Madrid,5636,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1970,11310,Paca,Sancho,paca.sancho@example.com,True,2025-03-01,2025-03-02,25,Madrid,5638,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1971,2461,Carlos,Llanos,carlos.llanos@example.com,True,2025-03-01,2025-03-02,28,Madrid,5640,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1972,12796,Ruperta,Medina,ruperta.medina@example.com,True,2025-03-01,2025-03-02,24,Madrid,5642,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1973,3522,Custodia,García,custodia.garcía@example.com,True,2025-03-01,2025-03-02,27,Madrid,5644,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
1974,12531,Roque,Moya,roque.moya@example.com,True,2025-03-01,2025-03-02,25,Madrid,5647,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1975,4172,Efraín,Jordá,efraín.jordá@example.com,True,2025-03-01,2025-03-02,20,Madrid,5651,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1976,14242,Vicenta,Roldan,vicenta.roldan@example.com,True,2025-03-01,2025-03-02,29,Madrid,5653,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1977,5448,Fernando,Pardo,fernando.pardo@example.com,True,2025-03-01,2025-03-02,21,Madrid,5654,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1978,7306,Jesusa,Bayona,jesusa.bayona@example.com,True,2025-03-01,2025-03-02,25,Madrid,5656,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
1979,5418,Fermín,Coello,fermín.coello@example.com,True,2025-03-01,2025-03-02,24,Madrid,5667,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1980,12292,Reyna,Porras,reyna.porras@example.com,True,2025-03-01,2025-03-02,29,Madrid,5670,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1981,9427,Mariana,Bautista,mariana.bautista@example.com,True,2025-03-01,2025-03-02,21,Madrid,5674,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
1982,14637,Zacarías,Ponce,zacarías.ponce@example.com,True,2025-03-01,2025-03-02,28,Madrid,5677,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1983,1179,Angelino,Santamaría,angelino.santamaría@example.com,True,2025-03-01,2025-03-02,22,Madrid,5679,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1984,3210,Concepción,Padilla,concepción.padilla@example.com,True,2025-03-01,2025-03-02,23,Madrid,5680,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
1985,13330,Severo,Aguilera,severo.aguilera@example.com,True,2025-03-01,2025-03-02,24,Madrid,5682,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1986,2542,Carmen,Niño,carmen.niño@example.com,True,2025-03-01,2025-03-02,29,Madrid,5687,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1987,11018,Obdulia,Antúnez,obdulia.antúnez@example.com,True,2025-03-01,2025-03-02,29,Madrid,5688,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1988,5300,Felicia,Molins,felicia.molins@example.com,True,2025-03-01,2025-03-02,22,Madrid,5689,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
1989,9294,Marcelo,Cerro,marcelo.cerro@example.com,True,2025-03-01,2025-03-02,24,Madrid,5692,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1990,2448,Carlito,Pascual,carlito.pascual@example.com,True,2025-03-01,2025-03-02,26,Madrid,5695,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
1991,8354,Leonor,Buendía,leonor.buendía@example.com,True,2025-03-01,2025-03-02,20,Madrid,5698,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1992,10100,Maximino,Casals,maximino.casals@example.com,True,2025-03-01,2025-03-02,28,Madrid,5701,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1993,8341,Leonel,Merino,leonel.merino@example.com,True,2025-03-01,2025-03-02,28,Madrid,5703,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
1994,13027,Sancho,Armas,sancho.armas@example.com,True,2025-03-01,2025-03-02,29,Madrid,5707,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1995,13259,Selena,Rivera,selena.rivera@example.com,True,2025-03-01,2025-03-02,29,Madrid,5708,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
1996,480,Albina,Arnau,albina.arnau@example.com,True,2025-03-01,2025-03-02,20,Madrid,5712,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
1997,11756,Poncio,Ramis,poncio.ramis@example.com,True,2025-03-01,2025-03-02,24,Madrid,5713,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1998,2841,Chelo,Huguet,chelo.huguet@example.com,True,2025-03-01,2025-03-02,24,Madrid,5715,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
1999,3157,Cloe,Calleja,cloe.calleja@example.com,True,2025-03-01,2025-03-02,22,Madrid,5717,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2000,545,Ale,Sosa,ale.sosa@example.com,True,2025-03-01,2025-03-02,23,Madrid,5718,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2001,13125,Sara,Llano,sara.llano@example.com,True,2025-03-01,2025-03-02,25,Madrid,5721,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2002,8904,Luna,Expósito,luna.expósito@example.com,True,2025-03-01,2025-03-02,22,Madrid,5722,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2003,7466,Jordán,Barranco,jordán.barranco@example.com,True,2025-03-01,2025-03-02,29,Madrid,5723,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2004,1898,Belén,Marco,belén.marco@example.com,True,2025-03-01,2025-03-02,20,Madrid,5725,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2005,13059,Sandalio,Reina,sandalio.reina@example.com,True,2025-03-01,2025-03-02,21,Madrid,5726,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
2006,12380,Roberta,Casanovas,roberta.casanovas@example.com,True,2025-03-01,2025-03-02,22,Madrid,5728,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2007,475,Alberto,Reyes,alberto.reyes@example.com,True,2025-03-01,2025-03-02,27,Madrid,5740,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
2008,6528,Hilario,Salvador,hilario.salvador@example.com,True,2025-03-01,2025-03-02,29,Madrid,5741,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2009,8693,Lourdes,Casal,lourdes.casal@example.com,True,2025-03-01,2025-03-02,27,Madrid,5742,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
2010,11481,Patricio,Fabra,patricio.fabra@example.com,True,2025-03-01,2025-03-02,28,Madrid,5746,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
2011,1957,Benjamín,Barreda,benjamín.barreda@example.com,True,2025-03-01,2025-03-02,26,Madrid,5750,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2012,8538,Lino,Elorza,lino.elorza@example.com,True,2025-03-01,2025-03-02,29,Madrid,5753,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2013,1929,Benita,Bas,benita.bas@example.com,True,2025-03-01,2025-03-02,26,Madrid,5755,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2014,14376,Vinicio,Font,vinicio.font@example.com,True,2025-03-01,2025-03-02,20,Madrid,5757,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2015,14075,Urbano,Cañellas,urbano.cañellas@example.com,True,2025-03-01,2025-03-02,25,Madrid,5760,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2016,4774,Espiridión,Canals,espiridión.canals@example.com,True,2025-03-01,2025-03-02,24,Madrid,5763,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
2017,3246,Conrado,Llabrés,conrado.llabrés@example.com,True,2025-03-01,2025-03-02,25,Madrid,5765,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2018,9643,Marita,España,marita.españa@example.com,True,2025-03-01,2025-03-02,28,Madrid,5770,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
2019,1904,Benigna,Acero,benigna.acero@example.com,True,2025-03-01,2025-03-02,28,Madrid,5771,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
2020,33,Abel,Teruel,abel.teruel@example.com,True,2025-03-01,2025-03-02,25,Madrid,5774,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2021,8168,Lalo,Flores,lalo.flores@example.com,True,2025-03-01,2025-03-02,23,Madrid,5777,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2022,10419,Moreno,Arroyo,moreno.arroyo@example.com,True,2025-03-01,2025-03-02,27,Madrid,5780,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
2023,14659,Zaida,Rebollo,zaida.rebollo@example.com,True,2025-03-01,2025-03-02,25,Madrid,5790,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2024,7710,Josué,Hernando,josué.hernando@example.com,True,2025-03-01,2025-03-02,20,Madrid,5794,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2025,7238,Jennifer,Lluch,jennifer.lluch@example.com,True,2025-03-01,2025-03-02,21,Madrid,5795,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
2026,5892,Gema,Agudo,gema.agudo@example.com,True,2025-03-01,2025-03-02,26,Madrid,5796,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2027,13547,Susana,Muro,susana.muro@example.com,True,2025-03-01,2025-03-02,22,Madrid,5798,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2028,1237,Anita,Grande,anita.grande@example.com,True,2025-03-01,2025-03-02,29,Madrid,5799,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2029,6252,Guadalupe,Dueñas,guadalupe.dueñas@example.com,True,2025-03-01,2025-03-02,22,Madrid,5030,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2030,9630,Maristela,Marí,maristela.marí@example.com,True,2025-03-01,2025-03-02,23,Madrid,5810,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2031,13945,Toni,Correa,toni.correa@example.com,True,2025-03-01,2025-03-02,23,Madrid,5811,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2032,11641,Perla,Cuenca,perla.cuenca@example.com,True,2025-03-01,2025-03-02,23,Madrid,5812,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2033,13725,Teodora,Rivera,teodora.rivera@example.com,True,2025-03-01,2025-03-02,23,Madrid,5815,ibis Styles Madrid Centro Maravillas,4.7,114.0,2025-02-19,1
2034,9143,Manolo,Peña,manolo.peña@example.com,True,2025-03-01,2025-03-02,21,Madrid,5825,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
2035,3739,David,Castañeda,david.castañeda@example.com,True,2025-03-01,2025-03-02,26,Madrid,5827,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2036,7267,Jeremías,Carbajo,jeremías.carbajo@example.com,True,2025-03-01,2025-03-02,20,Madrid,5828,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2037,12809,Ruperto,Cepeda,ruperto.cepeda@example.com,True,2025-03-01,2025-03-02,29,Madrid,5829,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2038,2552,Carmina,Blanes,carmina.blanes@example.com,True,2025-03-01,2025-03-02,26,Madrid,5833,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2039,11703,Pili,Fuertes,pili.fuertes@example.com,True,2025-03-01,2025-03-02,29,Madrid,5837,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2040,10385,Montserrat,Giménez,montserrat.giménez@example.com,True,2025-03-01,2025-03-02,20,Madrid,5838,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2041,14182,Vasco,Bellido,vasco.bellido@example.com,True,2025-03-01,2025-03-02,22,Madrid,5840,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
2042,5127,Fabiana,Bernat,fabiana.bernat@example.com,True,2025-03-01,2025-03-02,27,Madrid,5841,ibis budget Madrid Centro Lavapies,4.3,106.0,2025-02-19,1
2043,10352,Modesto,Serna,modesto.serna@example.com,True,2025-03-01,2025-03-02,25,Madrid,5842,ibis budget Madrid Calle 30,4.4,79.0,2025-02-19,1
2044,5458,Fidel,Bertrán,fidel.bertrán@example.com,True,2025-03-01,2025-03-02,20,Madrid,5847,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2045,5016,Eva María,Amigó,eva maría.amigó@example.com,True,2025-03-01,2025-03-02,29,Madrid,5851,ibis budget Madrid Vallecas,4.3,70.0,2025-02-19,1
2046,11486,Patricio,Milla,patricio.milla@example.com,True,2025-03-01,2025-03-02,26,Madrid,5852,ibis budget Madrid Calle Alcalá,4.3,71.0,2025-02-19,1
2047,3732,Darío,Varela,darío.varela@example.com,True,2025-03-01,2025-03-02,20,Madrid,5853,ibis Madrid Calle Alcalá,4.5,78.0,2025-02-19,1
2048,9542,Marina,Manzano,marina.manzano@example.com,True,2025-03-01,2025-03-02,24,Madrid,5854,ibis Styles Madrid City Las Ventas,4.6,98.0,2025-02-19,1
2049,2822,Che,Coloma,che.coloma@example.com,True,2025-03-01,2025-03-02,28,Madrid,5855,ibis budget Madrid Centro las Ventas,4.3,75.0,2025-02-19,1
2050,3370,Corona,Tapia,corona.tapia@example.com,True,2025-03-01,2025-03-02,21,Madrid,5856,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
2051,11376,Paloma,Malo,paloma.malo@example.com,True,2025-03-01,2025-03-02,21,Madrid,5858,ibis Madrid Centro las Ventas,4.5,90.0,2025-02-19,1
2052,10325,Modesta,Arnal,modesta.arnal@example.com,True,2025-03-01,2025-03-02,22,Madrid,5859,ibis Madrid Getafe,4.4,64.0,2025-02-19,1
